facility_id,measure_id,measure_name,start_date,end_date,score_numeric,score_raw,score_available,sample_size,footnote
050444,OP_23,Head CT results,2024-07-01,2025-06-30,,84,true,45,
050454,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050454,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,286.0,286,true,363,
050454,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,280.0,280,true,345,
050454,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050454,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,435.0,435,true,11,
050454,OP_22,Left before being seen,2024-01-01,2024-12-31,,4,true,62175,
050454,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050455,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050455,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,282.0,282,true,413,
050455,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,280.0,280,true,394,
050455,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,308.0,308,true,16,
050455,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050455,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,78564,
050455,OP_23,Head CT results,2024-07-01,2025-06-30,,81,true,16,
050457,EDV,Emergency department volume,2024-01-01,2024-12-31,,low,true,,
050457,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,167.0,167,true,388,
050457,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,165.0,165,true,353,
050457,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,197.0,197,true,35,
050457,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050457,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,15484,
050457,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050464,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050464,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,221.0,221,true,457,
050464,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,223.0,223,true,423,
050464,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,166.0,166,true,31,
050464,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050464,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,86210,
050464,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050468,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
050468,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,148.0,148,true,368,
050468,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,132.0,132,true,331,
050468,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,419.0,419,true,25,
050468,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,450.0,450,true,15,
050468,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,33000,
050468,OP_23,Head CT results,2024-07-01,2025-06-30,,45,true,11,
050471,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
050471,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,233.0,233,true,236,3
050471,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,230.0,230,true,215,3
050471,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,397.0,397,true,16,3
050471,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,"1, 3"
050471,OP_22,Left before being seen,2024-01-01,2024-12-31,,6,true,40452,
050471,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,"1, 3"
050481,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050481,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,159.0,159,true,389,
050481,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,157.0,157,true,371,
050481,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,346.0,346,true,13,
050481,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050481,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,62901,
050481,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050485,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050485,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,288.0,288,true,338,
050485,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,287.0,287,true,323,
050485,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050485,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050485,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,105179,
050485,OP_23,Head CT results,2024-07-01,2025-06-30,,45,true,11,
050488,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
050488,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,215.0,215,true,401,
050488,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,207.0,207,true,371,
050488,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,418.0,418,true,15,
050488,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,493.0,493,true,15,
050488,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,47903,
050488,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050492,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050492,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,248.0,248,true,1170,
050492,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,244.0,244,true,1094,
050492,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,478.0,478,true,68,
050492,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,448.0,448,true,11,
050492,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,88505,
050492,OP_23,Head CT results,2024-07-01,2025-06-30,,67,true,15,
050496,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050496,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,149.0,149,true,382,
050496,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,148.0,148,true,356,
050496,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,320.0,320,true,18,
050496,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050496,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,68357,
050496,OP_23,Head CT results,2024-07-01,2025-06-30,,90,true,42,
050498,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
050498,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,141.0,141,true,404,
050498,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,136.0,136,true,374,
050498,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,325.0,325,true,15,
050498,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,436.0,436,true,16,
050498,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,32877,
050498,OP_23,Head CT results,2024-07-01,2025-06-30,,92,true,13,
050503,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050503,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,195.0,195,true,402,
050503,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,194.0,194,true,380,
050503,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,171.0,171,true,15,
050503,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050503,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,63457,
050503,OP_23,Head CT results,2024-07-01,2025-06-30,,88,true,16,
050506,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
050506,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,148.0,148,true,442,
050506,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,144.0,144,true,416,
050506,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,243.0,243,true,25,
050506,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050506,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,23481,
050506,OP_23,Head CT results,2024-07-01,2025-06-30,,100,true,12,
050510,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,5
050510,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050510,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050510,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050510,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050510,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,5
050510,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050512,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,5
050512,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050512,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050512,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050512,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050512,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,5
050512,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050515,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,5
050515,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050515,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050515,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050515,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050515,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,5
050515,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050516,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050516,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,203.0,203,true,382,
050516,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,200.0,200,true,348,
050516,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,381.0,381,true,31,
050516,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050516,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,81679,
050516,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050517,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
050517,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,205.0,205,true,389,
050517,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,200.0,200,true,358,
050517,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,398.0,398,true,24,
050517,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050517,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,38065,
050517,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050523,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
050523,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,178.0,178,true,395,
050523,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,170.0,170,true,368,
050523,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,262.0,262,true,16,
050523,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,535.0,535,true,13,
050523,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,58129,
050523,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050526,EDV,Emergency department volume,2024-01-01,2024-12-31,,low,true,,
050526,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,181.0,181,true,427,
050526,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,173.0,173,true,349,
050526,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,325.0,325,true,71,
050526,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050526,OP_22,Left before being seen,2024-01-01,2024-12-31,,7,true,17059,
050526,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050528,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
050528,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,166.0,166,true,402,
050528,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,160.0,160,true,375,
050528,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050528,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,496.0,496,true,20,
050528,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,32006,
050528,OP_23,Head CT results,2024-07-01,2025-06-30,,90,true,21,
050534,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
050534,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,147.0,147,true,441,
050534,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,148.0,148,true,414,
050534,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,120.0,120,true,21,
050534,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050534,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,49968,
050534,OP_23,Head CT results,2024-07-01,2025-06-30,,90,true,31,
050537,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
050537,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,151.0,151,true,404,
050537,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,148.0,148,true,377,
050537,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,173.0,173,true,17,
050537,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,421.0,421,true,11,
050537,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,40401,
050537,OP_23,Head CT results,2024-07-01,2025-06-30,,94,true,16,
050541,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,5
050541,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050541,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050541,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050541,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050541,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,5
050541,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050543,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,5
050543,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050543,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050543,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050543,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050543,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,5
050543,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
050546,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,19
050546,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,19
050546,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,19
050546,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,19
050546,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,19
050546,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,19
050546,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,19
050549,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
050549,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,166.0,166,true,381,
050549,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,164.0,164,true,354,
050549,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,176.0,176,true,16,
050549,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,426.0,426,true,12,
050549,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,56066,
050549,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050551,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
050551,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,238.0,238,true,359,
050551,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,236.0,236,true,341,
050551,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050551,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050551,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,36003,
050551,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
050557,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
050557,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,262.0,262,true,367,
050557,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,265.0,265,true,360,
050557,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
