facility_id,measure_id,measure_name,start_date,end_date,score_numeric,score_raw,score_available,sample_size,footnote
310025,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310027,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310027,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,198.0,198,true,391,
310027,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,203.0,203,true,337,
310027,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,148.0,148,true,50,
310027,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310027,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,56479,
310027,OP_23,Head CT results,2024-07-01,2025-06-30,,83,true,12,
310028,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
310028,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,174.0,174,true,397,
310028,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,169.0,169,true,363,
310028,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,237.0,237,true,27,
310028,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310028,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,38997,
310028,OP_23,Head CT results,2024-07-01,2025-06-30,,92,true,12,
310029,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310029,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,179.0,179,true,421,
310029,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,161.0,161,true,373,
310029,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,336.0,336,true,26,
310029,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,508.0,508,true,24,
310029,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,46418,
310029,OP_23,Head CT results,2024-07-01,2025-06-30,,82,true,11,
310031,EDV,Emergency department volume,2024-01-01,2024-12-31,,Not Available,false,,5
310031,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
310031,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,,Not Available,false,Not Available,5
310031,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
310031,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
310031,OP_22,Left before being seen,2024-01-01,2024-12-31,,Not Available,false,Not Available,5
310031,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
310032,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310032,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,208.0,208,true,439,
310032,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,204.0,204,true,406,
310032,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,321.0,321,true,23,
310032,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310032,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,106687,
310032,OP_23,Head CT results,2024-07-01,2025-06-30,,69,true,36,
310034,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
310034,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,212.0,212,true,396,
310034,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,206.0,206,true,355,
310034,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,529.0,529,true,15,
310034,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,225.0,225,true,27,
310034,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,38678,
310034,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310038,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310038,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,196.0,196,true,428,
310038,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,197.0,197,true,404,
310038,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,160.0,160,true,22,
310038,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310038,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,81126,
310038,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310039,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310039,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,183.0,183,true,393,
310039,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,174.0,174,true,361,
310039,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,312.0,312,true,20,
310039,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,289.0,289,true,13,
310039,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,40931,
310039,OP_23,Head CT results,2024-07-01,2025-06-30,,71,true,17,
310040,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
310040,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,211.0,211,true,410,
310040,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,207.0,207,true,343,
310040,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,235.0,235,true,59,
310040,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310040,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,36562,
310040,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310041,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310041,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,180.0,180,true,425,
310041,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,182.0,182,true,385,
310041,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,124.0,124,true,36,
310041,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310041,OP_22,Left before being seen,2024-01-01,2024-12-31,,0,true,77987,
310041,OP_23,Head CT results,2024-07-01,2025-06-30,,79,true,33,
310044,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310044,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,216.0,216,true,403,
310044,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,206.0,206,true,365,
310044,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,454.0,454,true,11,
310044,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,415.0,415,true,28,
310044,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,79259,
310044,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310045,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310045,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,186.0,186,true,442,
310045,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,182.0,182,true,420,
310045,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,221.0,221,true,21,
310045,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310045,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,60189,
310045,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310047,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310047,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,155.0,155,true,375,
310047,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,152.0,152,true,354,
310047,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,252.0,252,true,15,
310047,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310047,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,48008,
310047,OP_23,Head CT results,2024-07-01,2025-06-30,,71,true,17,
310048,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310048,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,186.0,186,true,426,
310048,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,184.0,184,true,386,
310048,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,383.0,383,true,31,
310048,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310048,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,51852,
310048,OP_23,Head CT results,2024-07-01,2025-06-30,,73,true,11,
310050,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310050,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,175.0,175,true,447,
310050,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,164.0,164,true,400,
310050,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,612.0,612,true,45,
310050,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310050,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,45179,
310050,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,"1, 3"
310051,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310051,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,195.0,195,true,401,
310051,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,192.0,192,true,386,
310051,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,302.0,302,true,14,
310051,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310051,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,108737,
310051,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310052,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310052,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,155.0,155,true,397,
310052,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,154.0,154,true,370,
310052,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,308.0,308,true,21,
310052,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310052,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,88670,
310052,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310054,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310054,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,236.0,236,true,414,
310054,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,234.0,234,true,393,
310054,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,335.0,335,true,20,
310054,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310054,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,44113,
310054,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310057,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310057,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,217.0,217,true,426,
310057,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,207.0,207,true,384,
310057,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,287.0,287,true,21,
310057,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,1597.0,1597,true,23,
310057,OP_22,Left before being seen,2024-01-01,2024-12-31,,4,true,47829,
310057,OP_23,Head CT results,2024-07-01,2025-06-30,,62,true,16,
310058,EDV,Emergency department volume,2024-01-01,2024-12-31,,low,true,,
310058,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,160.0,160,true,426,
310058,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,154.0,154,true,269,
310058,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,172.0,172,true,156,
310058,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310058,OP_22,Left before being seen,2024-01-01,2024-12-31,,0,true,14115,
310058,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,5
310060,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
310060,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,142.0,142,true,381,
310060,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,140.0,140,true,355,
310060,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,231.0,231,true,22,
310060,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310060,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,30628,
310060,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310061,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
310061,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,198.0,198,true,424,
310061,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,181.0,181,true,357,
310061,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,314.0,314,true,30,
310061,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,550.0,550,true,41,
310061,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,31740,
310061,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310064,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310064,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,186.0,186,true,372,
310064,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,171.0,171,true,348,
310064,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,322.0,322,true,24,
310064,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,7
310064,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,129727,
310064,OP_23,Head CT results,2024-07-01,2025-06-30,,70,true,23,
310069,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310069,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,193.0,193,true,857,
310069,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,182.0,182,true,780,
310069,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,386.0,386,true,46,
310069,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,411.0,411,true,33,
310069,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,97543,
310069,OP_23,Head CT results,2024-07-01,2025-06-30,,71,true,14,
310070,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310070,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,214.0,214,true,421,
310070,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,207.0,207,true,407,
310070,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,721.0,721,true,13,
310070,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310070,OP_22,Left before being seen,2024-01-01,2024-12-31,,3,true,41917,
310070,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310073,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310073,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,214.0,214,true,390,
310073,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,208.0,208,true,352,
310073,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,786.0,786,true,26,
310073,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,162.0,162,true,12,
310073,OP_22,Left before being seen,2024-01-01,2024-12-31,,2,true,92343,
310073,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310074,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310074,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,190.0,190,true,422,
310074,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,190.0,190,true,402,
310074,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,311.0,311,true,20,
310074,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,7
310074,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,87167,
310074,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,"1, 3"
310075,EDV,Emergency department volume,2024-01-01,2024-12-31,,high,true,,
310075,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,134.0,134,true,425,
310075,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,129.0,129,true,396,
310075,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,268.0,268,true,28,
310075,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310075,OP_22,Left before being seen,2024-01-01,2024-12-31,,0,true,46159,
310075,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310076,EDV,Emergency department volume,2024-01-01,2024-12-31,,very high,true,,
310076,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,120.0,120,true,431,
310076,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,120.0,120,true,426,
310076,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310076,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,7
310076,OP_22,Left before being seen,2024-01-01,2024-12-31,,0,true,101415,
310076,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,"1, 3"
310083,EDV,Emergency department volume,2024-01-01,2024-12-31,,medium,true,,
310083,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",2024-07-01,2025-06-30,188.0,188,true,414,
310083,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",2024-07-01,2025-06-30,180.0,180,true,372,
310083,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,2024-07-01,2025-06-30,239.0,239,true,33,
310083,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
310083,OP_22,Left before being seen,2024-01-01,2024-12-31,,1,true,24763,
310083,OP_23,Head CT results,2024-07-01,2025-06-30,,Not Available,false,Not Available,1
